quarter,down,yardsToGo,preSnapHomeScore,preSnapVisitorScore,absoluteYardlineNumber,timeToThrow,timeInTackleBox,passLength,urgencyScore,scoreDifferential,pressureScore,offenseRanking,defenseRanking,secondsRemainingInQuarter,secondsElapsedTotal,yardsGained,playStyleCluster_0,playStyleCluster_1,playStyleCluster_2,playStyleCluster_3,playStyleCluster_4,playStyleCluster_5,playStyleCluster_6,playStyleCluster_7
3.0,1.0,0.39367676315905725,2.5077820870757463,0.7534786851157927,-1.2091750344719174,0.9699613797710505,1.0628355641834055,0.2242635464342211,-0.4210792904563737,1.8086320018221782,1.6663334841689619,-1.258959592210167,0.9072275835828258,-1.1620022356712283,0.6569186925651008,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,0.39367676315905725,0.6066805862407793,0.7534786851157927,-1.7435991774595163,0.22751986328339238,0.26329247979894765,-0.01530352807918689,-0.4210792904563737,-0.12990506716979847,-0.11783737298862544,-1.258959592210167,-0.8473505902708088,-1.0921440753639005,1.4825022196319695,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,0.9053772169419383,-0.8719539144086399,0.7534786851157927,-1.2502845839325019,0.4848652762773814,0.540430519527185,-0.9735718261328188,2.270530621447182,-1.6376561208302247,-1.9680886322631603,1.5645280585022234,0.4685830401194172,-1.13994176399523,1.4946844964218327,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.39367676315905725,-1.1888041645478011,-1.0894607393382865,-1.1269559355507484,0.4629909161728922,0.5168736820824072,-1.2131389006462268,0.614155291044994,-0.12990506716979847,-0.11783737298862544,-1.476150949957274,0.4685830401194172,0.5072401211459726,-1.4553006831542206,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,2.0,-0.11802369062382378,-0.13263666408393032,-0.005378724953533941,-0.9625177377084103,-0.9536955823590169,-1.0087707954831653,-0.4944376771060029,0.20006145844444692,-0.12990506716979847,-0.11783737298862544,-0.3901941612217392,-0.299044910941548,-1.0811138395259015,0.6363025318437943,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,2.0,-0.6297241444067049,0.39544708614800506,2.271193505254446,-0.8802986387872412,-0.9536955823590169,-1.0087707954831653,-0.4944376771060029,-0.21403237415610016,-1.8530491284959998,-1.7037670237953697,-1.04176823446306,-0.18938377507569581,1.5624660163145556,-0.037471084457089535,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,1.0,0.39367676315905725,1.557231336658263,-0.7642361350228607,-0.42809359472081143,-0.9536955823590169,-1.0087707954831653,-0.4944376771060029,-0.4210792904563737,2.347114520986616,2.9218611243909676,1.6731237373757768,0.1395996325218607,-1.4745255844145368,1.5799604339508735,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,3.0,0.9053772169419383,0.5010638361943922,1.72915249806207,0.8874119880178933,-0.9536955823590169,-1.0087707954831653,-0.4944376771060029,2.270530621447182,-1.2068701054986744,-1.4394454153275789,1.3473367007551165,0.5782441759852693,-1.4524651127385386,1.5743378446632443,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,0.9053772169419383,1.768464836751037,3.030050915323773,-0.6336413420237341,0.05509843657741978,0.0776100328259377,-1.2131389006462268,2.270530621447182,-1.2068701054986744,-1.4394454153275789,-1.3675552710837204,-1.0666728620025132,1.2536194128505802,0.8846335587140782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,3.0,-0.11802369062382378,-0.5551036642694787,-0.3306033292689597,-0.6336413420237341,1.1069978121903494,1.2104115761202392,1.3023153817445572,1.028249123645541,-0.23760157100268603,-0.1839177751055731,-0.8245768767159531,0.358921904253565,-0.3972392175699556,-0.38138612921706777,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,-0.8855743712981453,-1.1888041645478011,-0.4390115307074349,1.421836131005492,0.4166687418339741,0.4669889935109473,0.10448000917751711,0.09653800029431016,-0.776084090167124,-0.3160785793394684,-0.8245768767159531,1.1265498553145303,0.3712005458106501,-1.4206280492138412,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,0.39367676315905725,0.9235308363799405,0.42825408080036703,0.1474400977273719,-0.9536955823590169,-1.0087707954831653,-0.4944376771060029,0.614155291044994,0.5162739558275271,0.6751274524147467,0.04418855427247468,0.358921904253565,1.2683263939679124,0.8808851658556589,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.39367676315905725,0.6066805862407793,-1.0894607393382865,-1.0447368366295793,1.9453004950182686,1.4161864739839956,4.8958214994456775,-0.4210792904563737,1.7009354979892906,1.005529462999485,0.04418855427247468,-1.1763339978683653,-1.4524651127385386,-0.11243894162547716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2.0,0.13782653626761673,-0.34387016417670446,-1.0894607393382865,0.10633054826678738,0.9570941091213511,1.048978678715707,0.9429647699744451,0.4071083747447205,0.7316669634933023,0.6751274524147467,0.04418855427247468,-1.0666728620025132,0.09544464986067198,0.3364311031702438,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
